Date,KWK_WatTemp_dqc1_degF,KWK_Flow_dv20220611_cfs,KWK_WatTemp_degC,KWK_Flow_cms,AirT_degC_d_KRDD,RelHum_pct_d_KRDD,DewPtT_degC_d_KRDD,WindSp_m_per_sec_d_KRDD,SolRad_W_per_m2_d_RRAC,KWK_Flow_dv20221011_cfs
2/20/2000,49.37916667,36289,9.655092593,1029.414123,10.39181818,78.75454545,,2.010909091,,36353.41667
2/21/2000,49.425,30524,9.680555556,1016.442647,10.50363636,86.62424242,,2.805757576,,35895.33333
2/22/2000,49.175,34889,9.541666667,946.5661089,9.965,84.64666667,,8.590333333,,33427.66667
2/23/2000,48.8625,35324,9.368055556,1024.786678,5.914210526,89.44210526,,4.291052632,,36190
2/24/2000,48.98333333,39312,9.435185185,1052.848673,5.579333333,84.43,,1.560666667,,37181
2/25/2000,48.87916667,41081,9.377314815,1137.669427,5.189375,92.6625,,2.4596875,,40176.41667
2/26/2000,49.05,34071,9.472222222,980.5191879,8.666666667,91.26333333,,4.801,,34626.70833
2/27/2000,49.02916667,32924,9.460648148,1012.323726,10.9595,84.1525,,9.852,,35749.875
2/28/2000,48.87083333,37319,9.372685185,1119.723626,10.9595,84.1525,,,,39542.66667
2/29/2000,48.84583333,41213,9.358796296,1215.458165,10.9595,84.1525,,,,42923.5
3/1/2000,48.75416667,47245,9.30787037,1403.723899,7.58173913,78.92608696,,1.878695652,,49572.04167
3/2/2000,48.80416667,46574,9.335648148,1411.857913,8.9384375,87.1875,,1.4790625,,49859.29167
3/3/2000,49.0625,47828,9.479166667,1423.144536,11.50458333,67.96666667,,2.957916667,,50257.875
3/4/2000,48.89583333,49418,9.386574074,1423.013571,9.724571429,87.19428571,,1.587428571,,50253.25
3/5/2000,48.95,42119,9.416666667,1201.588809,8.019189189,92.98378378,,3.448108108,,42433.70833
3/6/2000,48.99166667,33372,9.439814815,1024.284054,7.72,86.96774194,,2.770645161,,36172.25
3/7/2000,48.85416667,35224,9.363425926,1024.689929,8.12375,87.50625,,3.1346875,,36186.58333
3/8/2000,48.66666667,36001,9.259259259,1031.537886,7.292777778,84.58611111,,5.473055556,,36428.41667
3/9/2000,48.65416667,35375,9.252314815,1034.725891,6.51452381,90.82619048,,3.442142857,,36541
3/10/2000,48.76666667,36416,9.314814815,1016.268027,8.579393939,93.0969697,,1.605454545,,35889.16667
3/11/2000,48.9375,29567,9.409722222,860.2091658,9.943125,88.5375,,1.60625,,30378
3/12/2000,49.03333333,26217,9.462962963,733.1963101,11.73791667,62.35833333,,2.658333333,,25892.58333
3/13/2000,49.1375,21827,9.520833333,622.6095852,12.45125,65.57916667,,1.479583333,,21987.25
3/14/2000,49.35,19129,9.638888889,527.542852,14.57038462,70.98846154,,1.998461538,,18630
3/15/2000,49.03333333,15473,9.462962963,442.010637,15.77791667,38.02083333,,3.387916667,,15609.45833
3/16/2000,49.1375,13809,9.520833333,385.9940151,16.98875,44.5625,,3.236666667,,13631.25
3/17/2000,49.11666667,11177,9.509259259,318.1208936,12.72458333,38.88333333,,3.172083333,,11234.33333
3/18/2000,49.10416667,10087,9.502314815,267.4030616,15.51833333,49.25,,2.036666667,,9443.25
3/19/2000,49.175,10540,9.541666667,273.9466129,17.17083333,45.92916667,,3.557916667,,9674.333333
3/20/2000,49.00833333,10698,9.449074074,279.1675315,11.59458333,34.12916667,,5.958333333,,9858.708333
3/21/2000,49.0625,9964,9.479166667,275.04979,16.11583333,23.10833333,,5.679166667,,9713.291667
3/22/2000,49.20833333,8984,9.560185185,241.5226437,15.1644,50.288,,2.4488,,8529.291667
3/23/2000,49.29166667,7303,9.606481481,204.1444062,16.21041667,50.975,,2.787083333,,7209.291667
3/24/2000,49.22083333,6826,9.56712963,177.4085835,12.57416667,60.23333333,,1.521666667,,6265.125
3/25/2000,49.14583333,6146,9.525462963,174.8754056,12.39833333,68.78333333,,1.58625,,6175.666667
3/26/2000,49.3125,6096,9.618055556,166.2788829,13.12958333,63.38333333,,1.0925,,5872.083333
3/27/2000,49.3625,5795,9.645833333,172.2313201,12.83041667,69.625,,2.079583333,,6082.291667
3/28/2000,49.44166667,5901,9.689814815,167.0021424,11.59916667,59.3875,,3.43,,5897.625
3/29/2000,49.61666667,5869,9.787037037,165.2830738,12.36695652,52.37391304,,2.325652174,,5836.916667
3/30/2000,50.125,5127,10.06944444,160.1128896,16.87958333,24.49583333,,5.745,,5654.333333
3/31/2000,50.6125,5055,10.34027778,157.8038867,17.94478261,24.63913043,,4.943913043,,5572.791667
4/1/2000,50.76666667,5623,10.42592593,151.7971756,20.34541667,29.17083333,,4.330833333,,5360.666667
4/2/2000,50.97826087,5424,10.54347826,149.100509,21.77291667,38.4625,,3.752083333,,5265.434783
4/3/2000,50.87916667,4699,10.48842593,143.8000262,19.27708333,53.35416667,,2.035833333,,5078.25
4/4/2000,51.05,4830,10.58333333,141.7895301,17.29875,62.42916667,,2.122083333,,5007.25
4/5/2000,50.875,4825,10.48611111,142.0479213,15.9425,61.85,,1.349583333,,5016.375
4/6/2000,50.49583333,5114,10.27546296,143.6454634,15.80291667,63.7125,,1.478333333,,5072.791667
4/7/2000,50.91666667,5104,10.50925926,145.8117022,17.245,56.19166667,,1.500416667,,5149.291667
4/8/2000,50.35833333,6276,10.19907407,182.5917463,16.35833333,61.50833333,,1.7575,,6448.166667
4/9/2000,51.00416667,7757,10.55787037,228.3222737,14.685,73.99166667,,2.400416667,,8063.125
4/10/2000,52.25,8908,11.25,232.7597595,16.35125,60.69583333,,1.843333333,,8219.833333
4/11/2000,52.97916667,8763,11.65509259,238.8065861,17.06041667,59.40833333,,1.199583333,,8433.375
4/12/2000,51.98333333,8486,11.10185185,244.7472246,18.39125,65.15416667,,1.9725,,8643.166667
4/13/2000,51.57916667,8768,10.87731481,246.539445,14.35714286,83.30857143,,6.673714286,,8706.458333
4/14/2000,50.95833333,8439,10.53240741,248.6289923,12.28351351,82.98648649,,2.28027027,,8780.25
4/15/2000,51.425,8256,10.79166667,245.9731081,14.02055556,75.2,,3.515555556,,8686.458333
4/16/2000,51.1625,8197,10.64583333,244.7460447,11.92148148,83.56296296,,3.277407407,,8643.125
4/17/2000,50.4125,8695,10.22916667,249.7781843,11.12647059,93.35882353,,3.116470588,,8820.833333
4/18/2000,50.3,8933,10.16666667,249.1268968,9.674473684,90.68684211,,2.788421053,,8797.833333
4/19/2000,50.22916667,8051,10.12731481,248.6466903,12.87875,76.77916667,,1.585416667,,8780.875
4/20/2000,50.67916667,8128,10.37731481,245.3253602,15.14541667,67.89166667,,1.370833333,,8663.583333
4/21/2000,52.575,8644,11.43055556,246.7435623,17.14791667,64.44166667,,1.392916667,,8713.666667
4/22/2000,52.58333333,9291,11.43518519,258.9469433,15.79814815,63.22592593,,3.84962963,,9144.625
4/23/2000,50.98333333,8982,10.5462963,259.2914649,14.24375,47.31666667,,2.292916667,,9156.791667
4/24/2000,49.96666667,9063,9.981481481,259.5179997,14.13208333,41.70416667,,2.315,,9164.791667
4/25/2000,50.04166667,8522,10.02314815,259.011836,15.75208333,62.02083333,,2.2075,,9146.916667
4/26/2000,50.09166667,9060,10.05092593,258.2897565,17.74291667,57.27916667,,1.993333333,,9121.416667
4/27/2000,50.0375,9055,10.02083333,260.4996504,16.228,66.675,,1.6985,,9199.458333
4/28/2000,49.95833333,8760,9.976851852,280.7874911,13.005,42.45,,2.59375,,9915.916667
4/29/2000,50.075,11456,10.04166667,308.3185452,15.35166667,39.24166667,,3.730416667,,10888.16667
4/30/2000,50.14583333,11069,10.08101852,309.9031087,15.89130435,56.83043478,,1.25173913,,10944.125
5/1/2000,50.29583333,11173,10.16435185,313.4427145,18.50916667,57.32083333,,1.350416667,,11069.125
5/2/2000,50.15416667,12562,10.08564815,366.8069918,16.2424,73.868,,2.3044,,12953.66667
5/3/2000,50.66666667,13625,10.37037037,368.5555571,19.6225,63.62,,2.7005,,13015.41667
5/4/2000,50.8,13530,10.44444444,367.8747729,20.37818182,41.61818182,,2.103636364,,12991.375
5/5/2000,50.29583333,13878,10.16435185,393.8448608,17.31416667,44.45416667,,2.443333333,,13908.5
5/6/2000,50.375,13929,10.20833333,374.4454612,15.71346154,54.64230769,,3.421923077,,13223.41667
5/7/2000,50.15,12688,10.08333333,350.1590457,9.073692308,93.23538462,,1.510923077,,12365.75
5/8/2000,50.15833333,10465,10.08796296,315.1016098,12.71785714,90.56428571,,1.358809524,,11127.70833
5/9/2000,50.34583333,9152,10.19212963,271.5444004,17.48583333,65.45416667,,5.080833333,,9589.5
5/10/2000,50.62916667,8992,10.34953704,268.3469565,13.1068,47.372,,3.3948,,9476.583333
5/11/2000,50.07916667,9255,10.04398148,248.4201555,10.40826087,56.42608696,,1.722173913,,8772.875
5/12/2000,50.43333333,8831,10.24074074,243.2110356,13.1,43.32916667,,2.27125,,8588.916667
5/13/2000,50.27083333,8207,10.15046296,242.8582549,15.4284,52.008,,1.6456,,8576.458333
5/14/2000,50.15,8363,10.08333333,259.2572487,13.10884615,73.48846154,,1.562307692,,9155.583333
5/15/2000,50.17916667,9915,10.09953704,279.3303533,11.59388889,92.36388889,,2.200833333,,9864.458333
5/16/2000,50.92916667,8584,10.5162037,247.8833153,10.8284375,86.40625,,2.2190625,,8753.916667
5/17/2000,51.69166667,8296,10.93981481,228.5228513,15.9868,69.024,,3.4572,,8070.208333
5/18/2000,51.34583333,8160,10.74768519,244.5525462,21.93041667,37.05,,4.502916667,,8636.291667
5/19/2000,50.4625,9779,10.25694444,314.8833341,23.80125,40.06666667,,3.27875,,11120
5/20/2000,49.82083333,13542,9.900462963,365.844219,25.736,35.81,,3.91,,12919.66667
5/21/2000,49.78333333,14019,9.87962963,369.8711106,27.97625,34.375,,2.808333333,,13061.875
5/22/2000,49.80833333,13336,9.893518519,371.0580584,28.96909091,43.65454545,,2.2825,,13103.79167
5/23/2000,49.9125,12875,9.951388889,372.7641484,29.1395,36.385,,3.237083333,,13164.04167
5/24/2000,49.8625,13924,9.923611111,405.3438603,29.36375,34.875,,2.91625,,14314.58333
5/25/2000,50.09583333,12112,10.05324074,339.542588,24.17375,41.31666667,,2.121666667,,11990.83333
5/26/2000,50.125,12345,10.06944444,348.585101,22.88,43.425,,2.444166667,,12310.16667
5/27/2000,50.10416667,12879,10.05787037,350.4693512,23.68291667,54.7625,,2.829583333,,12376.70833
5/28/2000,49.875,13205,9.930555556,357.9815746,22.31,46.5625,,1.82125,,12642
5/29/2000,49.825,12679,9.902777778,341.3112111,20.92291667,35.80833333,,2.358333333,,12053.29167
5/30/2000,50.15833333,12255,10.08796296,345.6472282,19.86125,32.82083333,,4.072083333,,12206.41667
5/31/2000,50.12083333,11712,10.06712963,348.9414213,19.20347826,27.30869565,,5.658695652,,12322.75
6/1/2000,50.18333333,11761,10.10185185,333.7812896,23.75391304,23.60869565,,3.065217391,,11787.375
6/2/2000,50.27916667,11552,10.15509259,334.7995162,22.67391304,42.76521739,,2.37,,11823.33333
6/3/2000,50.2,11619,10.11111111,339.5732646,23.34782609,40.36086957,,1.521304348,,11991.91667
6/4/2000,50.0875,11987,10.04861111,330.6664365,23.88458333,38.99583333,,2.443333333,,11677.375
6/5/2000,50.14166667,10622,10.0787037,311.8911873,21.52391304,43.84782609,,3.780434783,,11014.33333
6/6/2000,49.925,10624,9.958333333,314.282781,21.41863636,49.81363636,,2.103181818,,11098.79167
6/7/2000,50.30416667,10262,10.16898148,308.5745767,21.69826087,47.8826087,,3.264782609,,10897.20833
6/8/2000,50.49166667,10582,10.27314815,309.5149319,15.915,83.71923077,,3.146538462,,10930.41667
6/9/2000,50.3625,10533,10.20138889,313.5241255,16.618,65.568,,3.0452,,11072
6/10/2000,50.6875,10242,10.38194444,311.4593554,19.26952381,52.52380952,,2.376666667,,10999.08333
6/11/2000,50.1875,10691,10.10416667,309.8134387,19.56041667,49.52916667,,1.844166667,,10940.95833
6/12/2000,50.05,12970,10.02777778,376.5208501,23.6665,50.3,,1.5685,,13296.70833
6/13/2000,50.04583333,13632,10.02546296,410.9553154,26.19285714,42.54285714,,4.483333333,,14512.75
6/14/2000,50.32083333,14549,10.17824074,417.1826619,33.8445,26.315,,5.2215,,14732.66667
6/15/2000,50.09166667,13647,10.05092593,418.2268456,34.28368421,24.83157895,,5.931052632,,14769.54167
6/16/2000,50,14152,10,415.5992782,31.6426087,19.69130435,,8.186956522,,14676.75
6/17/2000,50.34583333,13957,10.19212963,414.5798717,31.50434783,15.76956522,,5.390434783,,14640.75
6/18/2000,50.22916667,13471,10.12731481,403.1740819,25.83541667,49.04583333,,2.765,,14237.95833
6/19/2000,50.4625,13618,10.25694444,393.5510735,25.57458333,50.45416667,,3.94375,,13898.125
6/20/2000,50.34583333,14146,10.19212963,412.5316198,28.25,25.83125,,4.725625,,14568.41667
6/21/2000,50.24583333,14314,10.13657407,418.2032482,36.08857143,22.14285714,,3.307142857,,14768.70833
6/22/2000,50.375,13786,10.20833333,403.3746596,28.80428571,44.6,,2.105714286,,14245.04167
6/23/2000,50.45833333,13550,10.25462963,409.1312385,27.82045455,46.10909091,,2.477727273,,14448.33333
6/24/2000,50.3375,13602,10.1875,415.3574052,26.99478261,41.21304348,,2.213913043,,14668.20833
6/25/2000,50.3625,13760,10.20138889,413.1038561,27.81318182,44.24545455,,1.754090909,,14588.625
6/26/2000,50.4,14164,10.22222222,415.0883951,30.08590909,42.74090909,,2.245,,14658.70833
6/27/2000,50.475,13574,10.26388889,420.899248,31.73857143,39.95238095,,2.597619048,,14863.91667
6/28/2000,50.5125,14220,10.28472222,431.764658,32.0025,41.42916667,,1.864583333,,15247.625
6/29/2000,50.99166667,14128,10.55092593,435.9579111,32.41565217,39.81304348,,2.929565217,,15395.70833
6/30/2000,51.07916667,14160,10.59953704,433.5120434,29.28818182,39.54545455,,3.6,,15309.33333
7/1/2000,51.325,14542,10.73611111,430.1364393,24.55583333,47.15833333,,4.050833333,,15190.125
7/2/2000,51.64166667,14284,10.91203704,435.0163759,24.82157895,47.55263158,,3.059473684,,15362.45833
7/3/2000,51.71666667,14069,10.9537037,437.3359976,22.22,49.6875,,2.421666667,,15444.375
7/4/2000,51.8875,14234,11.04861111,457.7170479,22.5026087,49.4826087,,2.996086957,,16164.125
7/5/2000,51.96666667,14218,11.09259259,447.7731153,20.56956522,67.82608696,,3.51173913,,15812.95833
7/6/2000,52.16666667,15164,11.2037037,446.5425123,20.02958333,63.50833333,,1.629583333,,15769.5
7/7/2000,52.15833333,14545,11.19907407,449.8154679,21.58291667,51.3875,,2.272083333,,15885.08333
7/8/2000,52.16666667,14857,11.2037037,443.1751673,21.23478261,46.33478261,,1.43173913,,15650.58333
7/9/2000,52.55416667,15028,11.41898148,448.5612675,24.42791667,40.8,,2.122916667,,15840.79167
7/10/2000,52.24166667,14749,11.24537037,454.1019305,25.98952381,38.63333333,,2.816190476,,16036.45833
7/11/2000,51.80416667,14280,11.00231481,442.6855219,26.36,43.11428571,,1.885238095,,15633.29167
7/12/2000,51.84166667,14342,11.02314815,423.9031935,26.78047619,38.38571429,,2.278571429,,14970
7/13/2000,51.75416667,15194,10.97453704,423.9031935,26.27333333,46.49166667,,3.0225,,14970
7/14/2000,51.73333333,14082,10.96296296,425.0004713,25.29833333,45.55,,2.272083333,,15008.75
7/15/2000,52.06666667,15718,11.14814815,427.2846969,26.49541667,33.975,,2.250416667,,15089.41667
7/16/2000,52.2125,15006,11.22916667,432.5598895,25.70227273,38.14545455,,2.290909091,,15275.70833
7/17/2000,52.2875,14923,11.27083333,430.22021,23.2525,51.00833333,,3.38625,,15193.08333
7/18/2000,52.3875,14961,11.32638889,427.3637481,24.00916667,44.02083333,,2.271666667,,15092.20833
7/19/2000,52.51666667,15004,11.39814815,426.8398864,26.78041667,34.125,,1.82125,,15073.70833
7/20/2000,52.53333333,15130,11.40740741,426.2464125,27.57142857,38.75714286,,2.08,,15052.75
7/21/2000,52.1125,14632,11.17361111,426.7384177,28.4273913,27.07272727,,2.48173913,,15070.125
7/22/2000,51.0375,15127,10.57638889,424.0129213,29.88125,31.26875,,3.698125,,14973.875
7/23/2000,50.9,15133,10.5,424.886024,26.80083333,33.15833333,,2.29375,,15004.70833
7/24/2000,50.9375,14867,10.52083333,424.607575,31.690625,24.80625,,2.6375,,14994.875
7/25/2000,52.1125,15180,11.17361111,425.9833018,29.20375,33.71666667,,2.615,,15043.45833
7/26/2000,52.84166667,15661,11.5787037,429.1913646,27.38875,35.11666667,,2.657916667,,15156.75
7/27/2000,52.26666667,14967,11.25925926,441.5091929,25.76,41.69545455,,2.128181818,,15591.75
7/28/2000,51.4625,16571,10.8125,435.6700231,27.49291667,37.67916667,,1.865,,15385.54167
7/29/2000,51.43333333,15247,10.7962963,430.103403,28.535,36.7625,,2.165416667,,15188.95833
7/30/2000,51.36666667,14334,10.75925926,426.9389954,35.51090909,20.10909091,,3.367272727,,15077.20833
7/31/2000,52.0625,15184,11.14583333,426.6381289,30.26,36.18636364,,1.403181818,,15066.58333
8/1/2000,52.45,14811,11.36111111,432.1363166,33.56347826,30.60869565,,2.909130435,,15260.75
8/2/2000,51.8375,15784,11.02083333,432.2200873,32.04666667,41.16666667,,2.121666667,,15263.70833
8/3/2000,51.79583333,14566,10.99768519,431.5711596,30.25875,41.71666667,,2.400833333,,15240.79167
8/4/2000,52.525,14287,11.40277778,410.670967,26.96346154,37.67307692,,2.177307692,,14502.70833
8/5/2000,52.55,14249,11.41666667,400.2019929,28.63666667,35.19166667,,2.057083333,,14133
8/6/2000,51.89166667,14292,11.05092593,399.6509942,29.38708333,38.525,,1.95,,14113.54167
8/7/2000,51.72083333,14015,10.95601852,402.4673406,28.04666667,47.81666667,,2.636666667,,14213
8/8/2000,52.52916667,12382,11.40509259,372.5647506,26.32,48.62083333,,3.065,,13157
8/9/2000,52.60833333,12343,11.44907407,345.523342,25.4536,45.844,,2.5716,,12202.04167
8/10/2000,51.84166667,12292,11.02314815,345.1575827,24.05541667,42.78333333,,2.6575,,12189.125
8/11/2000,51.62916667,12332,10.90509259,348.2806949,24.98833333,40.31666667,,1.993333333,,12299.41667
8/12/2000,51.33333333,12218,10.74074074,344.6124834,27.2332,34.316,,1.8516,,12169.875
8/13/2000,51.48333333,11864,10.82407407,341.0280426,26.97875,36.13333333,,1.65,,12043.29167
8/14/2000,51.4375,12002,10.79861111,340.6705424,27.25666667,28.95416667,,2.229583333,,12030.66667
8/15/2000,51.62916667,11569,10.90509259,327.0383405,27.41625,32.72916667,,2.314583333,,11549.25
8/16/2000,51.79166667,10948,10.99537037,313.3825412,28.15041667,28.82083333,,1.972083333,,11067
8/17/2000,51.80416667,10418,11.00231481,301.9838306,27.99125,30.58333333,,2.057083333,,10664.45833
8/18/2000,51.69583333,9655,10.94212963,285.4373533,25.57166667,28.125,,2.335416667,,10080.125
8/19/2000,51.65833333,10057,10.9212963,283.410339,24.32818182,38.47272727,,2.479090909,,10008.54167
8/20/2000,51.42083333,10290,10.78935185,282.8652397,24.86541667,39.14583333,,2.486666667,,9989.291667
8/21/2000,51.38333333,10030,10.76851852,284.2492256,25.86791667,37.40416667,,2.079166667,,10038.16667
8/22/2000,51.6375,10073,10.90972222,287.486785,25.31541667,43.5875,,2.057083333,,10152.5
8/23/2000,51.61666667,9512,10.89814815,275.3589156,24.55583333,39.15416667,,2.27125,,9724.208333
8/24/2000,51.87916667,9494,11.04398148,270.2854806,24.31291667,46.71666667,,1.864583333,,9545.041667
8/25/2000,52.05833333,9468,11.14351852,270.1179392,24.81958333,34.39166667,,1.714583333,,9539.125
8/26/2000,52.05833333,9435,11.14351852,268.2985819,25.8525,31.67916667,,2.07875,,9474.875
8/27/2000,51.89166667,9376,11.05092593,282.59269,25.57666667,34.2375,,1.500416667,,9979.666667
8/28/2000,51.77083333,11022,10.9837963,284.3105787,25.44458333,32.72916667,,1.564166667,,10040.33333
8/29/2000,51.67083333,9622,10.92824074,287.9917688,24.17541667,46.35,,2.3575,,10170.33333
8/30/2000,51.57916667,9393,10.87731481,270.8518175,20.55041667,52.35833333,,2.358333333,,9565.041667
8/31/2000,51.89166667,8991,11.05092593,243.4481892,18.03045455,36.80909091,,1.856956522,,8597.291667
9/1/2000,52.0375,8351,11.13194444,230.2926543,16.84846154,85.49230769,,5.948717949,,8132.708333
9/2/2000,52.15833333,7596,11.19907407,223.8694496,15.30870968,78.93870968,,3.783548387,,7905.875
9/3/2000,52.6,6784,11.44444444,212.3975871,16.8825,73.14583333,,1.929166667,,7500.75
9/4/2000,52.99583333,7656,11.66435185,213.826408,17.475,66.67083333,,2.465,,7551.208333
9/5/2000,53.04166667,7765,11.68981481,217.1406589,17.34,57.3875,,3.68625,,7668.25
9/6/2000,53.02083333,6816,11.67824074,212.4554006,22.16916667,37.27916667,,5.980833333,,7502.791667
9/7/2000,52.30833333,6509,11.28240741,202.7651398,24.39375,35.94166667,,2.7225,,7160.583333
9/8/2000,52.2875,7232,11.27083333,200.6944704,21.775,48.06666667,,1.47875,,7087.458333
9/9/2000,52.0375,6699,11.13194444,198.2993371,23.71333333,39.53333333,,2.615,,7002.875
9/10/2000,52.12916667,7255,11.18287037,199.9145772,23.62714286,45.9,,1.101428571,,7059.916667
9/11/2000,52.17916667,6393,11.21064815,198.5305913,32.856,21.52,,1.338,,7011.041667
9/12/2000,52.11666667,6800,11.17592593,199.1335042,24.37083333,45.4875,,1.565,,7032.333333
9/13/2000,52.14166667,7024,11.18981481,201.6348256,26.04869565,37.65217391,,2.657916667,,7120.666667
9/14/2000,51.98333333,7781,11.10185185,201.2136125,25.30705882,54.27647059,,1.184347826,,7105.791667
9/15/2000,51.89166667,6497,11.05092593,201.2348502,26.37173913,34.96956522,,2.303478261,,7106.541667
9/16/2000,52.475,7066,11.375,199.3718376,22.20833333,54.21666667,,1.350416667,,7040.75
9/17/2000,52.45416667,7062,11.36342593,200.9705596,27.41666667,38.0375,,5.122916667,,7097.208333
9/18/2000,52.39583333,7778,11.33101852,233.1656343,31.53391304,24.95652174,,4.942608696,,8234.166667
9/19/2000,52.53333333,8653,11.40740741,245.5353768,32.72727273,27.3,,5.168636364,,8671
9/20/2000,52.475,9294,11.375,245.5353768,32.32130435,26.1173913,,5.01,,8671
9/21/2000,52.425,8530,11.34722222,245.5353768,24.70043478,47.53043478,,2.952173913,,8671
